RIN,Geolocation,zip,long_lat,TigerLineID,Tract,Block
161501,"2508 E RIVERSIDE DR, Austin, TX, ,","2508 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.726135,30.239098",63948687,2304,2010
161502,"21 WALLER ST, Austin, TX, ,","21 WALLER ST, AUSTIN, TX, 78702","-97.735504,30.253595",63948237,1000,5004
161503,"21 WALLER ST, Austin, TX, ,","21 WALLER ST, AUSTIN, TX, 78702","-97.735504,30.253595",63948237,1000,5004
161504,"21 WALLER ST, Austin, TX, ,","21 WALLER ST, AUSTIN, TX, 78702","-97.735504,30.253595",63948237,1000,5004
161505,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
161506,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
161507,"12221 N MOPAC EXPY SVRD NB, Austin, TX, ,",,,,,
161508,"E 6TH ST / TRINITY ST, Austin, TX, ,",,,,,
161509,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
161510,"1211 E OLTORF ST, Austin, TX, ,",,,,,
161511,"4100 W SLAUGHTER LN, Austin, TX, ,","4100 W SLAUGHTER LN, AUSTIN, TX, 78749","-97.85673,30.1893",64008682,1740,1015
161512,"5900 BLOCK W US 290 HWY WB, Austin, TX, ,","5900 WEST LN, AUSTIN, TX, 78732","-97.92566,30.328629",64000476,1760,1070
161513,"2330 GUADALUPE ST, Austin, TX, ,","2330 GUADALUPE ST, AUSTIN, TX, 78705","-97.741646,30.286905",63942729,604,2000
161522,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
161523,"12152 LOMA VISTA CIR, Austin, TX, ,",,,,,
161524,"12152 LOMA VISTA CIR, Austin, TX, ,",,,,,
161525,"12152 LOMA VISTA CIR, Austin, TX, ,",,,,,
161526,"1100 W 6TH ST, Austin, TX, ,",,,,,
161541,"1100 W 6TH ST, Austin, TX, ,",,,,,
161542,"314 E 6TH ST, Austin, TX, ,",,,,,
161543,"2406 BLUEBONNET LN, Austin, TX, ,","2406 BLUEBONNET LN, AUSTIN, TX, 78704","-97.776695,30.24773",63943764,1304,3015
161544,"501 E STASSNEY LN, Austin, TX, ,","501 E STASSNEY LN, AUSTIN, TX, 78745","-97.771095,30.202347",64096703,2402,4005
161561,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
161562,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
161563,"601 E 15TH ST, Austin, TX, ,",,,,,
161564,"ROSEWOOD AVE / CHICON ST, Austin, TX, ,",,,,,
161565,"2901 S CAPITAL OF TEXAS HWY NB, Austin, TX, ,",,,,,
161566,"21 WALLER ST, Austin, TX, ,","21 WALLER ST, AUSTIN, TX, 78702","-97.735504,30.253595",63948237,1000,5004
161567,"1900 E 12TH ST, Austin, TX, ,","1900 E 12TH ST, AUSTIN, TX, 78702","-97.719826,30.273802",63946992,803,2016
161568,"E MARTIN LUTHER KING JR BLVD / SPRINGDALE RD, Austin, TX, ,",,,,,
161569,"ROSEWOOD AVE / CHICON ST, Austin, TX, ,",,,,,
161570,"1811 ROSEWOOD AVE, Austin, TX, ,","1811 ROSEWOOD AVE, AUSTIN, TX, 78702","-97.71981,30.269571",63947185,804,2036
161581,"ROSEWOOD AVE / CHICON ST, Austin, TX, ,",,,,,
161582,"ROSEWOOD AVE / CHICON ST, Austin, TX, ,",,,,,
161583,"ROSEWOOD AVE / CHICON ST, Austin, TX, ,",,,,,
161584,"1600 PAYTON GIN RD, Austin, TX, ,",,,,,
161585,"5210 MANOR RD, Austin, TX, ,","5210 OLD MANOR RD, AUSTIN, TX, 78723","-97.68804,30.29987",63951189,2106,2012
161586,"3125 N LAMAR BLVD, Austin, TX, ,",,,,,
161587,"3125 N LAMAR BLVD, Austin, TX, ,",,,,,
161601,"ROSEWOOD AVE / CHICON ST, Austin, TX, ,",,,,,
161602,"6214 E RIVERSIDE DR, Austin, TX, ,",,,,,
161603,"21 WALLER ST, Austin, TX, ,","21 WALLER ST, AUSTIN, TX, 78702","-97.735504,30.253595",63948237,1000,5004
161604,"800 E RUNDBERG LN, Austin, TX, ,",,,,,
161605,"400 E 6TH ST, Austin, TX, ,",,,,,
161606,"400 E 6TH ST, Austin, TX, ,",,,,,
161607,"400 E 6TH ST, Austin, TX, ,",,,,,
161608,"400 E 6TH ST, Austin, TX, ,",,,,,
161609,"2901 S CAPITAL OF TEXAS HWY NB, Austin, TX, ,",,,,,
161610,"1109 S LAMAR BLVD, Austin, TX, ,",,,,,
161621,"9414 N LAMAR BLVD, Austin, TX, ,",,,,,
161641,"1100 W 6TH ST, Austin, TX, ,",,,,,
161642,"4410 E RIVERSIDE DR, Austin, TX, ,","4410 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.72279,30.234077",641249025,2318,1006
161661,"2205 E RIVERSIDE DR, Austin, TX, ,","2205 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.726746,30.23979",64039132,2316,1005
161681,"4410 E RIVERSIDE DR, Austin, TX, ,","4410 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.72279,30.234077",641249025,2318,1006
161701,"ROSEWOOD AVE / CHICON ST, Austin, TX, ,",,,,,
161721,"915 W OLTORF ST, Austin, TX, ,",,,,,
161722,"TRINITY ST / E 6TH ST, Austin, TX, ,",,,,,
161723,"500 E 7TH ST, Austin, TX, ,",,,,,
161724,"3500 SUSQUEHANNA LN, Austin, TX, ,","3500 SUSQUEHANNA LN, AUSTIN, TX, 78723","-97.665665,30.313578",63935197,2113,1002
161725,"S PLEASANT VALLEY RD / E WILLIAM CANNON DR, Austin, TX, ,",,,,,
161726,"S PLEASANT VALLEY RD / E WILLIAM CANNON DR, Austin, TX, ,",,,,,
161727,"5404 FRYMAN HILL DR, Austin, TX, ,",,,,,
161728,"1915 E 12TH ST, Austin, TX, ,","1915 E 12TH ST, AUSTIN, TX, 78702","-97.719696,30.273808",63946992,804,1003
161730,"500 TRINITY ST, Austin, TX, ,","500 TRINITY ST, AUSTIN, TX, 78701","-97.739655,30.266209",63946501,1100,1106
161731,"500 E 6TH ST, Austin, TX, ,",,,,,
161732,"402 E 6TH ST, Austin, TX, ,",,,,,
161733,"402 E 6TH ST, Austin, TX, ,",,,,,
161734,"402 E 6TH ST, Austin, TX, ,",,,,,
161735,"W 24TH ST / NUECES ST, Austin, TX, ,",,,,,
161741,"915 W OLTORF ST, Austin, TX, ,",,,,,
161742,"6903 BETHUNE AVE, Austin, TX, ,","6903 BETHUNE AVE, AUSTIN, TX, 78752","-97.70013,30.327229",63932644,1812,3035
161744,"501 E STASSNEY LN, Austin, TX, ,","501 E STASSNEY LN, AUSTIN, TX, 78745","-97.77111,30.202356",64096703,2402,4005
161761,"1915 E 12TH ST, Austin, TX, ,","1915 E 12TH ST, AUSTIN, TX, 78702","-97.719696,30.273808",63946992,804,1003
161762,"S PLEASANT VALLEY RD / E WILLIAM CANNON DR, Austin, TX, ,",,,,,
161763,"500 E 7TH ST, Austin, TX, ,",,,,,
161781,"S PLEASANT VALLEY RD / E WILLIAM CANNON DR, Austin, TX, ,",,,,,
161782,"5404 FRYMAN HILL DR, Austin, TX, ,",,,,,
161783,"6009 E BEN WHITE BLVD SVRD EB, Austin, TX, ,","6009 E BEN WHITE BLVD, AUSTIN, TX, 78741","-97.717064,30.212896",64036143,2431,1047
161784,"6009 E BEN WHITE BLVD SVRD EB, Austin, TX, ,","6009 E BEN WHITE BLVD, AUSTIN, TX, 78741","-97.717064,30.212896",64036143,2431,1047
161785,"6009 E BEN WHITE BLVD SVRD EB, Austin, TX, ,","6009 E BEN WHITE BLVD, AUSTIN, TX, 78741","-97.717064,30.212896",64036143,2431,1047
161786,"3005 STOKES DR, Austin, TX, ,","3005 STOKES DR, AUSTIN, TX, 78702","-97.70499,30.264849",63947939,801,1014
161787,"800 E ST JOHNS AVE, Austin, TX, ,","800 E SAINT JOHNS AVE, AUSTIN, TX, 78752","-97.704315,30.332857",63932419,1804,1015
161788,"500 E 7TH ST, Austin, TX, ,",,,,,
161790,"1500 FARO DR, Austin, TX, ,","1500 FARO DR, AUSTIN, TX, 78741","-97.712685,30.23196",63949187,2318,1004
161791,"700 BLOCK RED RIVER ST, Austin, TX, ,","700 RED RIVER ST, AUSTIN, TX, 78701","-97.73679,30.267479",63946536,1100,1098
161792,"1845 BURTON DR, Austin, TX, ,","1845 BURTON DR, AUSTIN, TX, 78741","-97.729324,30.235144",63948513,2315,2000
161793,"500 COLORADO ST, Austin, TX, ,","500 COLORADO ST, AUSTIN, TX, 78701","-97.74368,30.269604",63943441,1100,1070
161794,"500 COLORADO ST, Austin, TX, ,","500 COLORADO ST, AUSTIN, TX, 78701","-97.74368,30.269604",63943441,1100,1070
161801,"6715 E US 290 HWY SVRD EB, Austin, TX, ,",,,,,
161822,"700 BLOCK SAN JACINTO BLVD, Austin, TX, ,","700 SAN JACINTO BLVD, AUSTIN, TX, 78701","-97.74001,30.268373",63946481,1100,1065
161823,"1800 GLENCLIFF DR, Austin, TX, ,","1800 GLENCLIFF DR, AUSTIN, TX, 78704","-97.782875,30.258968",63941672,1901,1013
161824,"1600 E RIVERSIDE DR, Austin, TX, ,","1600 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.73086,30.245468",64003755,2304,2005
161841,"7200 CAMERON RD, Austin, TX, ,","7200 CAMERON RD, AUSTIN, TX, 78752","-97.69233,30.326189",63932703,1812,2003
161842,"6419 AIRPORT BLVD, Austin, TX, ,","6419 AIRPORT BLVD, AUSTIN, TX, 78752","-97.71575,30.329103",64046930,1503,4015
161843,"2401 S LAKESHORE BLVD, Austin, TX, ,","2401 S LAKESHORE BLVD, AUSTIN, TX, 78741","-97.7216,30.24414",640861038,2304,1005
161844,"107 JENNIFER LN, Austin, TX, ,","107 JENNIFER LN, AUSTIN, TX, 78753","-97.70216,30.349638",63932050,1806,4003
161861,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
161881,"2330 GUADALUPE ST, Austin, TX, ,","2330 GUADALUPE ST, AUSTIN, TX, 78705","-97.741646,30.286905",63942729,604,2000
161882,"8200 N IH 35 SVRD SB, Austin, TX, ,",,,,,
161883,"8515 S IH 35 SVRD NB, Austin, TX, ,",,,,,
161884,"2401 S LAKESHORE BLVD, Austin, TX, ,","2401 S LAKESHORE BLVD, AUSTIN, TX, 78741","-97.7216,30.24414",640861038,2304,1005
161885,"2406 BLUEBONNET LN, Austin, TX, ,","2406 BLUEBONNET LN, AUSTIN, TX, 78704","-97.776695,30.24773",63943764,1304,3015
161886,"300 E 6TH ST, Austin, TX, ,",,,,,
161901,"2330 GUADALUPE ST, Austin, TX, ,","2330 GUADALUPE ST, AUSTIN, TX, 78705","-97.741646,30.286905",63942729,604,2000
161902,"8200 N IH 35 SVRD SB, Austin, TX, ,",,,,,
161903,"8515 S IH 35 SVRD NB, Austin, TX, ,",,,,,
161904,"8515 S IH 35 SVRD NB, Austin, TX, ,",,,,,
161921,"8515 S IH 35 SVRD NB, Austin, TX, ,",,,,,
161922,"2401 S LAKESHORE BLVD, Austin, TX, ,","2401 S LAKESHORE BLVD, AUSTIN, TX, 78741","-97.7216,30.24414",640861038,2304,1005
161923,"2401 S LAKESHORE BLVD, Austin, TX, ,","2401 S LAKESHORE BLVD, AUSTIN, TX, 78741","-97.7216,30.24414",640861038,2304,1005
161942,"GESSNER DR / E WONSLEY DR, Austin, TX, ,",,,,,
161943,"2401 S LAKESHORE BLVD, Austin, TX, ,","2401 S LAKESHORE BLVD, AUSTIN, TX, 78741","-97.7216,30.24414",640861038,2304,1005
161944,"300 BLOCK W 8TH ST, Austin, TX, ,","300 W 8TH ST, AUSTIN, TX, 78701","-97.744576,30.270605",63943414,1100,1042
161945,"2406 BLUEBONNET LN, Austin, TX, ,","2406 BLUEBONNET LN, AUSTIN, TX, 78704","-97.776695,30.24773",63943764,1304,3015
161946,"222 E 6TH ST, Austin, TX, ,","222 W 6TH ST, AUSTIN, TX, 78701","-97.74442,30.268505",63943432,1100,1087
161947,"400 W 6TH ST, Austin, TX, ,",,,,,
161948,"300 E 6TH ST, Austin, TX, ,",,,,,
161949,"300 E 6TH ST, Austin, TX, ,",,,,,
161950,"301 ROBERT T MARTINEZ JR ST, Austin, TX, ,",,,,,
161951,"E MARTIN LUTHER KING JR BLVD / SALINA ST, Austin, TX, ,",,,,,
161961,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
161962,"700 BLOCK SAN JACINTO BLVD, Austin, TX, ,","700 SAN JACINTO BLVD, AUSTIN, TX, 78701","-97.74001,30.268373",63946481,1100,1065
161964,"301 ROBERT T MARTINEZ JR ST, Austin, TX, ,",,,,,
161965,"317 E 6TH ST, Austin, TX, ,",,,,,
161981,"500 TRINITY ST, Austin, TX, ,","500 TRINITY ST, AUSTIN, TX, 78701","-97.739655,30.266209",63946501,1100,1106
161982,"12520 N IH 35 SVRD SB, Austin, TX, ,",,,,,
161983,"12520 N IH 35 SVRD SB, Austin, TX, ,",,,,,
161984,"9414 N LAMAR BLVD, Austin, TX, ,",,,,,
162001,"9616 N LAMAR BLVD, Austin, TX, ,",,,,,
162002,"4400 S LAMAR BLVD NB, Austin, TX, ,",,,,,
162003,"E OLTORF ST / BURTON DR, Austin, TX, ,",,,,,
162021,"5900 BLOCK W US 290 HWY WB, Austin, TX, ,","5900 WEST LN, AUSTIN, TX, 78732","-97.92566,30.328629",64000476,1760,1070
162022,"1120 S LAMAR BLVD, Austin, TX, ,","1120 S LAMAR BLVD, AUSTIN, TX, 78704","-97.761894,30.255386",63944491,1303,2006
162023,"4400 S LAMAR BLVD NB, Austin, TX, ,",,,,,
162024,"E OLTORF ST / BURTON DR, Austin, TX, ,",,,,,
162041,"4901 S 1ST ST, Austin, TX, ,",,,,,
162042,"4400 S LAMAR BLVD NB, Austin, TX, ,",,,,,
162043,"2525 BLOCK E SH 71 WB, Austin, TX, ,",,,,,
162044,"4901 S 1ST ST, Austin, TX, ,",,,,,
162061,"400 E 6TH ST, Austin, TX, ,",,,,,
162062,"611 RED RIVER ST, Austin, TX, ,","611 RIVER ST, AUSTIN, TX, 78701","-97.73966,30.258017",63948181,1100,2005
162063,"500 COLORADO ST, Austin, TX, ,","500 COLORADO ST, AUSTIN, TX, 78701","-97.74368,30.269604",63943441,1100,1070
162064,"3600 PRESIDENTIAL BLVD, Austin, TX, ,","3600 PRESIDENTIAL BLVD, AUSTIN, TX, 78719","-97.67065,30.208536",642471100,980000,1006
162065,"6808 N LAMAR BLVD, Austin, TX, ,","6808 N LAMAR BLVD, AUSTIN, TX, 78752","-97.72053,30.33513",63931604,1505,3009
162066,"7622 N IH 35 SVRD SB, Austin, TX, ,",,,,,
162067,"7622 N IH 35 SVRD SB, Austin, TX, ,",,,,,
162068,"7622 N IH 35 SVRD SB, Austin, TX, ,",,,,,
162069,"E 4TH ST / RED RIVER ST, Austin, TX, ,",,,,,
162070,"1411 GRACY FARMS LN, Austin, TX, ,","1411 GRACY FARMS LN, AUSTIN, TX, 78758","-97.69273,30.3958",63930297,1845,1012
162071,"400 E 6TH ST, Austin, TX, ,",,,,,
162072,"3154 E SH 71 EB, Austin, TX, ,",,,,,
162073,"31 N IH 35 SVRD NB, Austin, TX, ,",,,,,
162081,"7622 N IH 35 SVRD SB, Austin, TX, ,",,,,,
162082,"2525 BLOCK E SH 71 WB, Austin, TX, ,",,,,,
162083,"1412 VALLEYRIDGE DR, Austin, TX, ,","1412 VALLEYRIDGE DR, AUSTIN, TX, 78704","-97.775475,30.236086",63943929,2005,3004
162084,"SAN MARCOS ST / SPENCE ST, Austin, TX, ,",,,,,
162085,"W 45TH ST / GUADALUPE ST, Austin, TX, ,",,,,,
162086,"W 45TH ST / GUADALUPE ST, Austin, TX, ,",,,,,
162087,"13730 N FM 620 RD SB, Austin, TX, ,",,,,,
162088,"600 BLOCK TRINITY ST, Austin, TX, ,","600 TRINITY ST, AUSTIN, TX, 78701","-97.73931,30.267145",63946498,1100,1095
162101,"600 BLOCK TRINITY ST, Austin, TX, ,","600 TRINITY ST, AUSTIN, TX, 78701","-97.73931,30.267145",63946498,1100,1095
162102,"600 BLOCK TRINITY ST, Austin, TX, ,","600 TRINITY ST, AUSTIN, TX, 78701","-97.73931,30.267145",63946498,1100,1095
162103,"1819 ROSEWOOD AVE, Austin, TX, ,","1819 ROSEWOOD AVE, AUSTIN, TX, 78702","-97.71974,30.269583",63947185,804,2036
162104,"2237 PALMERA CV, Austin, TX, ,","2237 PALMERA COVE, AUSTIN, TX, 78744","-97.7507,30.199738",63949972,2411,3002
162105,"2237 PALMERA CV, Austin, TX, ,","2237 PALMERA COVE, AUSTIN, TX, 78744","-97.7507,30.199738",63949972,2411,3002
162106,"2237 PALMERA CV, Austin, TX, ,","2237 PALMERA COVE, AUSTIN, TX, 78744","-97.7507,30.199738",63949972,2411,3002
162107,"400 E 6TH ST, Austin, TX, ,",,,,,
162108,"400 E 6TH ST, Austin, TX, ,",,,,,
162121,"1500 FARO DR, Austin, TX, ,","1500 FARO DR, AUSTIN, TX, 78741","-97.712685,30.23196",63949187,2318,1004
162122,"W 45TH ST / GUADALUPE ST, Austin, TX, ,",,,,,
162123,"600 BLOCK TRINITY ST, Austin, TX, ,","600 TRINITY ST, AUSTIN, TX, 78701","-97.73931,30.267145",63946498,1100,1095
162124,"10926 JOLLYVILLE RD, Austin, TX, ,","10926 JOLLYVILLE RD, AUSTIN, TX, 78759","-97.74842,30.402458",641805601,1722,2001
162125,"E 6TH ST / SAN JACINTO BLVD, Austin, TX, ,",,,,,
162126,"E 6TH ST / SAN JACINTO BLVD, Austin, TX, ,",,,,,
162127,"1711 RUTLAND DR, Austin, TX, ,","1711 RUTLAND DR, AUSTIN, TX, 78758","-97.711525,30.375051",641895165,1820,1003
162128,"8200 N IH 35 SVRD SB, Austin, TX, ,",,,,,
162129,"6409 SPRINGDALE RD, Austin, TX, ,","6409 SPRINGDALE RD, AUSTIN, TX, 78723","-97.66962,30.307394",63951401,2108,1000
162130,"6409 SPRINGDALE RD, Austin, TX, ,","6409 SPRINGDALE RD, AUSTIN, TX, 78723","-97.66962,30.307394",63951401,2108,1000
162141,"6419 AIRPORT BLVD, Austin, TX, ,","6419 AIRPORT BLVD, AUSTIN, TX, 78752","-97.71575,30.329103",64046930,1503,4015
162142,"6419 AIRPORT BLVD, Austin, TX, ,","6419 AIRPORT BLVD, AUSTIN, TX, 78752","-97.71575,30.329103",64046930,1503,4015
162161,"E 12TH ST / RED RIVER ST, Austin, TX, ,",,,,,
162162,"611 RED RIVER ST, Austin, TX, ,","611 RIVER ST, AUSTIN, TX, 78701","-97.73966,30.258017",63948181,1100,2005
162181,"1150 AIRPORT BLVD, Austin, TX, ,","1150 AIRPORT BLVD, AUSTIN, TX, 78702","-97.69796,30.273651",64018015,802,2000
162182,"8500 BLOCK GEORGIAN DR, Austin, TX, ,","8500 GEORGIAN DR, AUSTIN, TX, 78753","-97.70074,30.351149",63932221,1806,4003
162183,"7200 CAMERON RD, Austin, TX, ,","7200 CAMERON RD, AUSTIN, TX, 78752","-97.69233,30.326189",63932703,1812,2003
162201,"4400 TERI RD, Austin, TX, ,","4400 TERI RD, AUSTIN, TX, 78744","-97.74574,30.197794",63950014,2411,1020
162221,"10801 OLD MANCHACA RD, Austin, TX, ,","10801 MANCHACA RD, AUSTIN, TX, 78748","-97.83154,30.162636",63940248,1748,2043
162241,"5345 N IH 35 SVRD NB, Austin, TX, ,",,,,,
162242,"9401 N IH 35 NB, Austin, TX, ,",,,,,
162261,"9401 N IH 35 NB, Austin, TX, ,",,,,,
162281,"10300 GOLDEN MEADOW DR, Austin, TX, ,","10300 GOLDEN MEADOW DR, AUSTIN, TX, 78758","-97.71129,30.37998",64025439,1821,3018
162282,"1150 AIRPORT BLVD, Austin, TX, ,","1150 AIRPORT BLVD, AUSTIN, TX, 78702","-97.69796,30.273651",64018015,802,2000
162301,"8100 RESEARCH BLVD SVRD NB, Austin, TX, ,","8100 RESEARCH BLVD, AUSTIN, TX, 78758","-97.71468,30.353155",64106000,1818,2017
162321,"600 BLOCK TRINITY ST, Austin, TX, ,","600 TRINITY ST, AUSTIN, TX, 78701","-97.73931,30.267145",63946498,1100,1095
162322,"9802 ROXANNA DR, Austin, TX, ,","9802 ROXANNA DR, AUSTIN, TX, 78748","-97.827545,30.176203",63940195,1747,1004
162341,"12151 N IH 35 SVRD NB, Austin, TX, ,",,,,,
162342,"4400 TERI RD, Austin, TX, ,","4400 TERI RD, AUSTIN, TX, 78744","-97.74574,30.197794",63950014,2411,1020
162361,"12151 N IH 35 SVRD NB, Austin, TX, ,",,,,,
162362,"12151 N IH 35 SVRD NB, Austin, TX, ,",,,,,
162381,"7200 N IH 35 SVRD SB, Austin, TX, ,",,,,,
162401,"E 6TH ST / NECHES ST, Austin, TX, ,",,,,,
162402,"300 BLOCK E 6TH ST, Austin, TX, ,","300 E 6TH ST, AUSTIN, TX, 78701","-97.74029,30.267374",63946490,1100,1095
162403,"3500 N MOPAC EXPY NB, Austin, TX, ,",,,,,
162404,"12700 BLOCK BURNET RD, Austin, TX, ,",,,,,
162405,"12700 BLOCK BURNET RD, Austin, TX, ,",,,,,
162408,"9401 N IH 35 SVRD NB, Austin, TX, ,",,,,,
162409,"4410 E RIVERSIDE DR, Austin, TX, ,","4410 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.72279,30.234077",641249025,2318,1006
162411,"4410 E RIVERSIDE DR, Austin, TX, ,","4410 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.72279,30.234077",641249025,2318,1006
162412,"2100 BLOCK WOODLAND AVE, Austin, TX, ,","2100 WOODLAND AVE, AUSTIN, TX, 78741","-97.72898,30.236242",63948510,2316,1002
162414,"5503 MANOR RD, Austin, TX, ,","5503 MANOR RD, AUSTIN, TX, 78723","-97.683174,30.302834",63951231,2107,3002
162415,"1800 PATTON LN, Austin, TX, ,","1800 PATTON LN, AUSTIN, TX, 78723","-97.6881,30.318487",63934908,2112,1004
162416,"219 E 6TH ST, Austin, TX, ,","219 W 6TH ST, AUSTIN, TX, 78701","-97.744385,30.268484",63943432,1100,1086
162417,"6600 S IH 35 SVRD SB, Austin, TX, ,",,,,,
162421,"E 6TH ST / NECHES ST, Austin, TX, ,",,,,,
162422,"E 6TH ST / NECHES ST, Austin, TX, ,",,,,,
162423,"11250 TAYLOR DRAPER LN, Austin, TX, ,","11250 TAYLOR DRAPER LN, AUSTIN, TX, 78759","-97.75155,30.410387",624775791,2500,3000
162424,"11250 TAYLOR DRAPER LN, Austin, TX, ,","11250 TAYLOR DRAPER LN, AUSTIN, TX, 78759","-97.75155,30.410387",624775791,2500,3000
162425,"12115 ROSITA CT, Austin, TX, ,","12115 ROSITA CT, AUSTIN, TX, 78748","-97.85331,30.152718",63994760,1774,2038
162426,"4400 S LAMAR BLVD NB, Austin, TX, ,",,,,,
162441,"11250 TAYLOR DRAPER LN, Austin, TX, ,","11250 TAYLOR DRAPER LN, AUSTIN, TX, 78759","-97.75155,30.410387",624775791,2500,3000
162461,"7622 N IH 35 SVRD SB, Austin, TX, ,",,,,,
162462,"7622 N IH 35 SVRD SB, Austin, TX, ,",,,,,
162463,"12700 BLOCK BURNET RD, Austin, TX, ,",,,,,
162464,"8600 MANCHACA RD, Austin, TX, ,","8600 MANCHACA RD, AUSTIN, TX, 78748","-97.816216,30.186087",64005209,1728,4024
162466,"9401 N IH 35 NB, Austin, TX, ,",,,,,
162467,"1800 BURTON DR, Austin, TX, ,","1800 BURTON DR, AUSTIN, TX, 78741","-97.72862,30.235802",63948513,2315,1001
162468,"E 6TH ST / SAN JACINTO BLVD, Austin, TX, ,",,,,,
162469,"3154 E SH 71 EB, Austin, TX, ,",,,,,
162470,"3154 E SH 71 EB, Austin, TX, ,",,,,,
162481,"3154 E SH 71 EB, Austin, TX, ,",,,,,
162482,"9401 N IH 35 NB, Austin, TX, ,",,,,,
162484,"E 6TH ST / SAN JACINTO BLVD, Austin, TX, ,",,,,,
162485,"2237 PALMERA CV, Austin, TX, ,","2237 PALMERA COVE, AUSTIN, TX, 78744","-97.7507,30.199738",63949972,2411,3002
162486,"2237 PALMERA CV, Austin, TX, ,","2237 PALMERA COVE, AUSTIN, TX, 78744","-97.7507,30.199738",63949972,2411,3002
162502,"11349 SPRINKLE CUTOFF RD, Austin, TX, ,","11349 SPRINKLE CUTOFF RD, AUSTIN, TX, 78754","-97.65601,30.36949",629663605,1834,2020
162503,"2001 E CESAR CHAVEZ ST, Austin, TX, ,",,,,,
162521,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
162523,"4410 E RIVERSIDE DR, Austin, TX, ,","4410 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.72279,30.234077",641249025,2318,1006
162541,"219 E 6TH ST, Austin, TX, ,","219 W 6TH ST, AUSTIN, TX, 78701","-97.744385,30.268484",63943432,1100,1086
162561,"E 6TH ST / NECHES ST, Austin, TX, ,",,,,,
162562,"4509 E ST ELMO RD, Austin, TX, ,","4509 E ST ELMO RD, AUSTIN, TX, 78744","-97.73873,30.20602",64014007,2413,2000
162563,"4509 E ST ELMO RD, Austin, TX, ,","4509 E ST ELMO RD, AUSTIN, TX, 78744","-97.73873,30.20602",64014007,2413,2000
162564,"1801 E RIVERSIDE DR, Austin, TX, ,","1801 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.72929,30.24307",64039131,2316,1001
162565,"200 BLOCK RALPH ABLANEDO DR, Austin, TX, ,",,,,,
162581,"710 E BEN WHITE BLVD SVRD WB, Austin, TX, ,",,,,,
162601,"2213 SANTA MARIA ST, Austin, TX, ,","2213 SANTA MARIA ST, AUSTIN, TX, 78702","-97.719345,30.258202",63948615,902,3013
162621,"10801 OLD MANCHACA RD, Austin, TX, ,","10801 MANCHACA RD, AUSTIN, TX, 78748","-97.83154,30.162636",63940248,1748,2043
162641,"2200 BLOCK MORELOS ST, Austin, TX, ,","2200 MORELOS ST, AUSTIN, TX, 78702","-97.716576,30.26179",63947293,902,1012
162661,"1800 BURTON DR, Austin, TX, ,","1800 BURTON DR, AUSTIN, TX, 78741","-97.72862,30.235802",63948513,2315,1001
162681,"9210 NORTHGATE BLVD, Austin, TX, ,","9210 NORTHGATE BLVD, AUSTIN, TX, 78758","-97.71607,30.371239",641675892,1820,2006
162701,"9210 NORTHGATE BLVD, Austin, TX, ,","9210 NORTHGATE BLVD, AUSTIN, TX, 78758","-97.71607,30.371239",641675892,1820,2006
162721,"5503 MANOR RD, Austin, TX, ,","5503 MANOR RD, AUSTIN, TX, 78723","-97.683174,30.302834",63951231,2107,3002
162741,"1808 E 12TH ST, Austin, TX, ,",,,,,
162742,"6400 MANOR RD, Austin, TX, ,","6400 MANOR RD, AUSTIN, TX, 78723","-97.67193,30.308247",63951379,2112,3007
162743,"6400 MANOR RD, Austin, TX, ,","6400 MANOR RD, AUSTIN, TX, 78723","-97.67193,30.308247",63951379,2112,3007
